trade_date,开盘,close,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-03-31,4045.45,4050.93,4063.57,4039.96,138842546,279863685781.0,0.58,0.31,12.4,0.43
2023-04-03,4059.62,4090.57,4094.94,4059.06,182124313,382895558426.0,0.89,0.98,39.64,0.56
2023-04-04,4089.29,4103.11,4103.16,4080.07,197146631,394443175146.2,0.56,0.31,12.54,0.6
2023-04-06,4084.13,4096.64,4098.83,4078.4,150703374,328981851588.3,0.5,-0.16,-6.47,0.46
2023-04-07,4096.9,4123.28,4131.31,4092.18,128676738,286567771883.1,0.96,0.65,26.64,0.39
2023-04-10,4132.01,4104.81,4132.3,4099.05,152453002,340822557207.6,0.81,-0.45,-18.47,0.47
2023-04-11,4108.51,4100.15,4116.12,4083.49,153901333,324192951998.7,0.79,-0.11,-4.66,0.47
2023-04-12,4102.4,4097.29,4108.25,4090.28,165965278,325425226403.2,0.44,-0.07,-2.86,0.51
2023-04-13,4081.39,4068.98,4088.88,4059.57,156444295,300291020752.9,0.72,-0.69,-28.31,0.48
2023-04-14,4078.97,4092.0,4098.22,4075.2,150695682,306201501438.7,0.57,0.57,23.02,0.46
2023-04-17,4090.07,4149.38,4149.38,4089.51,188773095,341831272792.7,1.46,1.4,57.38,0.58
2023-04-18,4139.31,4162.03,4169.67,4138.46,170184130,331545662315.6,0.75,0.3,12.65,0.52
2023-04-19,4159.39,4124.56,4159.39,4118.63,162554592,312219504522.6,0.98,-0.9,-37.47,0.5
2023-04-20,4122.95,4113.02,4125.82,4094.0,162706677,332172409512.0,0.77,-0.28,-11.54,0.5
2023-04-21,4114.26,4032.57,4114.26,4031.91,180802435,347852011602.5,2.0,-1.96,-80.45,0.55
2023-04-24,4031.3,3982.64,4033.64,3967.91,170099217,328375614674.3,1.63,-1.24,-49.93,0.52
2023-04-25,3985.11,3962.67,3991.69,3925.44,172555409,331110619767.7,1.66,-0.5,-19.97,0.53
2023-04-26,3950.26,3959.23,3975.66,3934.66,162702006,322062811333.5,1.03,-0.09,-3.44,0.5
2023-04-27,3948.03,3988.42,3999.13,3942.82,153828195,304804002557.4,1.42,0.74,29.19,0.47
2023-04-28,3993.26,4029.09,4030.45,3993.26,179508488,328936294025.2,0.93,1.02,40.67,0.55
2023-05-04,4013.47,4030.25,4035.78,4001.13,227582846,345492506049.3,0.86,0.03,1.16,0.7
2023-05-05,4031.09,4016.88,4047.6,3998.39,206626924,307694489937.0,1.22,-0.33,-13.37,0.63
2023-05-08,4028.11,4062.66,4070.77,4018.96,255583085,359539954170.1,1.29,1.14,45.78,0.78
2023-05-09,4065.44,4027.88,4092.85,4026.39,279306048,396422120420.6,1.64,-0.86,-34.78,0.86
2023-05-10,4017.94,3996.87,4019.06,3984.63,207552709,309484851741.1,0.85,-0.77,-31.01,0.64
2023-05-11,4005.78,3990.66,4018.06,3988.48,144804619,241052071431.6,0.74,-0.16,-6.21,0.44
2023-05-12,3987.77,3937.76,3999.38,3937.53,144421728,228992923388.1,1.55,-1.33,-52.9,0.44
2023-05-15,3938.83,3998.89,3998.89,3923.03,176257362,279531163508.4,1.93,1.55,61.13,0.54
2023-05-16,4002.52,3978.21,4005.02,3966.99,136833271,234840652671.0,0.95,-0.52,-20.68,0.42
2023-05-17,3971.7,3960.17,3982.6,3945.71,118448185,205195685976.4,0.93,-0.45,-18.04,0.36
2023-05-18,3965.52,3956.07,3982.72,3939.55,136533947,229134184412.9,1.09,-0.1,-4.1,0.42
2023-05-19,3946.22,3944.54,3967.28,3928.32,120212479,207094944781.3,0.98,-0.29,-11.53,0.37
2023-05-22,3941.0,3969.33,3985.4,3935.8,109116605,202185550245.9,1.26,0.63,24.79,0.33
2023-05-23,3968.23,3913.19,3971.94,3913.19,118685077,189955815340.0,1.48,-1.41,-56.14,0.36
2023-05-24,3903.78,3859.09,3903.78,3859.09,137258265,211768410520.2,1.14,-1.38,-54.1,0.42
2023-05-25,3851.41,3850.5,3861.38,3817.84,124150770,213313620055.3,1.13,-0.22,-8.59,0.38
2023-05-26,3848.42,3850.95,3859.63,3815.57,100326439,191537814872.5,1.14,0.01,0.45,0.31
2023-05-29,3862.08,3833.94,3866.72,3819.18,131859967,230095604813.4,1.23,-0.44,-17.01,0.4
2023-05-30,3827.79,3837.75,3844.01,3789.27,137619629,244566265534.9,1.43,0.1,3.81,0.42
2023-05-31,3827.16,3798.54,3827.16,3781.4,126387368,235606123947.6,1.19,-1.02,-39.21,0.39
2023-06-01,3788.59,3806.87,3832.21,3786.73,134561881,241829546409.4,1.2,0.22,8.33,0.41
2023-06-02,3821.62,3861.83,3865.28,3821.62,125015110,232696547130.8,1.15,1.44,54.96,0.38
2023-06-05,3860.56,3844.25,3860.56,3832.46,116163989,211144360143.7,0.73,-0.46,-17.58,0.36
2023-06-06,3840.46,3808.16,3867.85,3802.84,125781258,222091722592.2,1.69,-0.94,-36.09,0.39
2023-06-07,3815.48,3789.34,3823.11,3780.1,98862432,189879792179.6,1.13,-0.49,-18.82,0.3
2023-06-08,3791.08,3820.19,3834.39,3777.78,118700934,199119300649.7,1.49,0.81,30.85,0.36
2023-06-09,3822.41,3836.7,3836.7,3811.22,134319863,247296087070.9,0.67,0.43,16.51,0.41
2023-06-12,3827.33,3844.43,3859.72,3813.86,126758543,240791270473.5,1.2,0.2,7.73,0.39
2023-06-13,3838.13,3864.91,3867.3,3833.46,110924946,225435215314.9,0.88,0.53,20.48,0.34
2023-06-14,3872.72,3864.02,3891.67,3862.06,124955759,243932581183.9,0.77,-0.02,-0.89,0.38
2023-06-15,3871.77,3925.5,3925.5,3871.77,128369938,282635910894.2,1.39,1.59,61.48,0.39
2023-06-16,3932.21,3963.35,3968.01,3928.54,139760076,280374762837.8,1.01,0.96,37.85,0.43
2023-06-19,3957.03,3930.91,3957.03,3922.47,134905848,268213068579.8,0.87,-0.82,-32.44,0.41
2023-06-20,3926.09,3924.24,3937.49,3918.47,122520318,266274081286.8,0.48,-0.17,-6.67,0.38
2023-06-21,3909.1,3864.03,3920.13,3864.03,118346575,243630705591.5,1.43,-1.53,-60.21,0.36
2023-06-26,3833.44,3809.7,3841.29,3801.05,133990419,247713845779.5,1.04,-1.41,-54.33,0.41
2023-06-27,3811.69,3845.43,3851.9,3806.32,116992681,210097713687.6,1.2,0.94,35.73,0.36
2023-06-28,3836.61,3840.8,3846.85,3808.16,107021541,206187959876.8,1.01,-0.12,-4.63,0.33
2023-06-29,3836.73,3821.84,3840.71,3817.38,98289274,204110031407.8,0.61,-0.49,-18.96,0.3
2023-06-30,3816.33,3842.45,3860.03,3813.55,101268429,208146272909.3,1.22,0.54,20.61,0.31
2023-07-03,3853.29,3892.88,3897.33,3853.29,133158051,256876520211.7,1.15,1.31,50.43,0.41
2023-07-04,3888.03,3899.01,3899.98,3878.4,109494527,216335611421.8,0.55,0.16,6.13,0.34
2023-07-05,3895.19,3868.81,3899.52,3864.13,97636384,188400265050.6,0.91,-0.77,-30.2,0.3
2023-07-06,3857.03,3842.75,3876.89,3836.46,100121842,184742420862.3,1.05,-0.67,-26.06,0.31
2023-07-07,3831.6,3825.7,3844.84,3819.08,100906920,173918560673.0,0.67,-0.44,-17.05,0.31
2023-07-10,3841.56,3844.33,3865.46,3831.92,92033441,185360813110.7,0.88,0.49,18.63,0.28
2023-07-11,3853.8,3869.49,3870.65,3844.52,86510716,177585694368.3,0.68,0.65,25.16,0.26
2023-07-12,3864.6,3843.44,3874.04,3838.56,111522024,214046519056.1,0.92,-0.67,-26.05,0.34
2023-07-13,3855.66,3898.42,3901.1,3855.66,120300232,235278706834.5,1.18,1.43,54.98,0.37
2023-07-14,3904.6,3899.1,3908.49,3893.79,122364846,220230466522.9,0.38,0.02,0.68,0.37
2023-07-17,3881.62,3867.17,3881.62,3852.26,98340144,174623552807.4,0.75,-0.82,-31.93,0.3
2023-07-18,3871.04,3854.94,3871.04,3844.51,91438615,167104315117.1,0.69,-0.32,-12.23,0.28
2023-07-19,3848.48,3850.87,3860.01,3830.41,79585700,151311481029.8,0.77,-0.11,-4.07,0.24
2023-07-20,3857.77,3823.69,3875.62,3818.71,92042076,174320872139.8,1.48,-0.71,-27.18,0.28
2023-07-21,3816.98,3821.91,3849.51,3808.8,79507563,157144211209.3,1.06,-0.05,-1.78,0.24
2023-07-24,3803.35,3805.22,3828.79,3798.8,75483545,151448369566.2,0.78,-0.44,-16.69,0.23
2023-07-25,3866.64,3915.12,3915.81,3866.64,163066320,299853562168.1,1.29,2.89,109.9,0.5
2023-07-26,3908.17,3907.01,3912.98,3893.4,107881717,192912604792.0,0.5,-0.21,-8.11,0.33
2023-07-27,3914.23,3902.35,3935.36,3894.69,110667109,196845425513.3,1.04,-0.12,-4.66,0.34
2023-07-28,3889.79,3992.74,4000.92,3886.55,179735481,310092467404.5,2.93,2.32,90.39,0.55
2023-07-31,4018.89,4014.63,4064.36,4002.08,199606830,366544120003.6,1.56,0.55,21.89,0.61
2023-08-01,4009.18,3998.0,4031.7,3983.03,142286859,255620773637.6,1.21,-0.41,-16.63,0.44
2023-08-02,3985.7,3969.9,4008.33,3958.51,125855690,204875690923.8,1.25,-0.7,-28.1,0.39
2023-08-03,3962.13,4004.98,4005.0,3962.13,129006640,224809824820.3,1.08,0.88,35.08,0.4
2023-08-04,4033.72,4020.58,4058.24,4011.62,178267189,316529733837.7,1.16,0.39,15.6,0.55
2023-08-07,4002.97,3990.15,4002.97,3977.02,121310662,227090572750.9,0.65,-0.76,-30.43,0.37
2023-08-08,3980.04,3979.73,4002.29,3963.46,109871699,202611335313.8,0.97,-0.26,-10.42,0.34
2023-08-09,3967.36,3967.57,3982.11,3961.84,94640269,174394242765.3,0.51,-0.31,-12.16,0.29
2023-08-10,3962.86,3975.72,3976.46,3945.39,97176849,175646730198.2,0.78,0.21,8.15,0.3
2023-08-11,3977.98,3884.25,3977.98,3884.25,126082931,203546314647.4,2.36,-2.3,-91.47,0.39
2023-08-14,3840.89,3855.91,3859.47,3814.07,115966336,197623765246.4,1.17,-0.73,-28.34,0.36
2023-08-15,3858.37,3846.54,3865.28,3811.68,103097111,177437071692.5,1.39,-0.24,-9.37,0.32
2023-08-16,3830.83,3818.33,3852.42,3817.63,94616946,169323869027.6,0.9,-0.73,-28.21,0.29
2023-08-17,3801.2,3831.1,3836.15,3782.5,98415493,174093848242.9,1.41,0.33,12.77,0.3
2023-08-18,3832.46,3784.0,3844.2,3784.0,95549638,168445686988.2,1.57,-1.23,-47.1,0.29
2023-08-21,3773.23,3729.56,3782.11,3729.56,98708369,173379942906.6,1.39,-1.44,-54.44,0.3
2023-08-22,3748.07,3758.23,3770.06,3704.68,120318327,203463879671.8,1.75,0.77,28.67,0.37
2023-08-23,3751.77,3696.63,3756.17,3695.03,97081638,160476231586.9,1.63,-1.64,-61.6,0.3
2023-08-24,3711.54,3723.43,3748.86,3701.57,119614521,196257391083.7,1.28,0.72,26.8,0.37
2023-08-25,3703.51,3709.15,3734.22,3695.84,105182610,175601437172.9,1.03,-0.38,-14.28,0.32
2023-08-28,3911.55,3752.62,3911.55,3740.53,197990379,335047670966.8,4.61,1.17,43.47,0.61
2023-08-29,3743.05,3790.11,3810.38,3742.08,152486146,262134936751.0,1.82,1.0,37.49,0.47
2023-08-30,3803.12,3788.51,3813.7,3780.24,129671661,226727480838.7,0.88,-0.04,-1.6,0.4
2023-08-31,3786.93,3765.27,3794.0,3762.0,118961646,193577001342.0,0.84,-0.61,-23.24,0.36
2023-09-01,3778.91,3791.49,3808.53,3778.91,105319045,172219141586.1,0.79,0.7,26.22,0.32
2023-09-04,3812.99,3848.95,3854.26,3804.59,142385201,237934727924.3,1.31,1.52,57.46,0.44
2023-09-05,3839.58,3820.32,3839.58,3814.33,104052333,181377877955.3,0.66,-0.74,-28.63,0.32
2023-09-06,3808.1,3812.03,3817.52,3790.89,93442393,166081524007.2,0.7,-0.22,-8.29,0.29
2023-09-07,3802.23,3758.47,3802.23,3756.85,95103903,164405748827.5,1.19,-1.41,-53.56,0.29
2023-09-08,3747.65,3739.99,3753.26,3724.99,71638166,129197657303.1,0.75,-0.49,-18.48,0.22
2023-09-11,3740.58,3767.54,3788.32,3734.72,105358016,186871759441.3,1.43,0.74,27.55,0.32
2023-09-12,3764.33,3760.6,3775.09,3755.42,79385378,140117510233.3,0.52,-0.18,-6.94,0.24
2023-09-13,3759.61,3736.65,3768.82,3719.11,81576901,138238089912.5,1.32,-0.64,-23.95,0.25
2023-09-14,3736.94,3733.51,3748.82,3717.31,100386075,151578100463.9,0.84,-0.08,-3.14,0.31
2023-09-15,3740.79,3708.78,3749.02,3699.38,109395689,180398970938.3,1.33,-0.66,-24.73,0.34
2023-09-18,3698.93,3727.71,3737.53,3691.11,86727741,156966973910.5,1.25,0.51,18.93,0.27
2023-09-19,3723.42,3720.5,3724.07,3702.69,83199038,135216895229.4,0.57,-0.19,-7.21,0.25
2023-09-20,3715.96,3705.69,3718.52,3705.13,75448209,117691805957.2,0.36,-0.4,-14.81,0.23
2023-09-21,3698.31,3672.44,3708.46,3672.44,83031005,135011796555.2,0.97,-0.9,-33.25,0.25
2023-09-22,3672.64,3738.93,3740.42,3664.77,110231166,192236467362.8,2.06,1.81,66.49,0.34
2023-09-25,3738.06,3714.6,3738.06,3711.2,92596479,155793827361.5,0.72,-0.65,-24.33,0.28
2023-09-26,3711.71,3692.89,3723.85,3692.62,78044525,137808437774.8,0.84,-0.58,-21.71,0.24
2023-09-27,3694.96,3700.5,3731.14,3694.39,91629210,164790435265.8,1.0,0.21,7.61,0.28
2023-09-28,3711.21,3689.52,3716.06,3685.3,85221719,153500421344.0,0.83,-0.3,-10.98,0.26
2023-10-09,3678.93,3684.73,3694.17,3642.0,102148058,178072374748.1,1.41,-0.13,-4.79,0.31
2023-10-10,3696.25,3657.13,3701.26,3655.59,99163730,161938958924.8,1.24,-0.75,-27.6,0.3
2023-10-11,3674.75,3667.55,3689.53,3658.36,102091587,187667554126.6,0.85,0.28,10.42,0.31
2023-10-12,3697.93,3702.38,3711.5,3682.84,114363225,194598219817.3,0.78,0.95,34.83,0.35
2023-10-13,3677.96,3663.41,3678.19,3652.31,98287987,170152309003.0,0.7,-1.05,-38.97,0.3
2023-10-16,3664.04,3626.6,3664.04,3615.77,91853118,159537973598.4,1.32,-1.0,-36.81,0.28
2023-10-17,3635.3,3639.4,3645.57,3619.13,90745188,147056233347.4,0.73,0.35,12.8,0.28
2023-10-18,3631.07,3610.58,3632.06,3608.98,94545879,158982356667.4,0.63,-0.79,-28.82,0.29
2023-10-19,3588.52,3533.54,3588.52,3532.31,111737520,189194781843.9,1.56,-2.13,-77.04,0.34
2023-10-20,3518.35,3510.59,3535.66,3501.73,98518605,169591289145.3,0.96,-0.65,-22.95,0.3
2023-10-23,3500.2,3474.24,3505.35,3450.65,96561652,152054894179.0,1.56,-1.04,-36.35,0.3
2023-10-24,3481.76,3487.13,3495.0,3453.1,115547289,186529203442.0,1.21,0.37,12.89,0.35
2023-10-25,3524.3,3504.46,3531.83,3500.92,128009617,203691741119.2,0.89,0.5,17.33,0.39
2023-10-26,3484.78,3514.14,3515.57,3478.05,105143566,176088467225.8,1.07,0.28,9.68,0.32
2023-10-27,3501.17,3562.39,3576.59,3494.55,120225108,224301960437.0,2.33,1.37,48.25,0.37
2023-10-30,3554.11,3583.77,3592.72,3554.02,144010426,242973328094.4,1.09,0.6,21.38,0.44
2023-10-31,3581.68,3572.51,3581.68,3554.58,112587267,196317658324.1,0.76,-0.31,-11.26,0.34
2023-11-01,3605.76,3571.03,3606.41,3564.64,97645538,182943566435.3,1.17,-0.04,-1.48,0.3
2023-11-02,3580.07,3554.19,3597.17,3553.74,90359643,149465055433.9,1.22,-0.47,-16.84,0.28
2023-11-03,3558.53,3584.14,3596.1,3558.53,97542101,165865989200.3,1.06,0.84,29.95,0.3
2023-11-06,3608.32,3632.61,3635.79,3600.63,152982463,254465948110.4,0.98,1.35,48.47,0.47
2023-11-07,3623.78,3619.76,3628.46,3606.3,110288591,190433605310.7,0.61,-0.35,-12.85,0.34
2023-11-08,3610.64,3611.07,3627.05,3591.82,110594230,192594372352.5,0.97,-0.24,-8.69,0.34
2023-11-09,3603.11,3612.83,3624.41,3601.37,111872057,189355228591.7,0.64,0.05,1.76,0.34
2023-11-10,3596.07,3586.49,3599.45,3576.1,102107034,166924677328.3,0.65,-0.73,-26.34,0.31
2023-11-13,3593.91,3579.41,3599.39,3562.77,96707649,164821249624.7,1.02,-0.2,-7.08,0.3
2023-11-14,3581.1,3582.06,3600.15,3568.88,100884158,165935163426.2,0.87,0.07,2.65,0.31
2023-11-15,3616.88,3607.25,3620.6,3596.92,104929218,188932150500.6,0.66,0.7,25.19,0.32
2023-11-16,3600.98,3572.36,3605.29,3572.36,87464780,146629217157.8,0.91,-0.97,-34.89,0.27
2023-11-17,3561.31,3568.07,3573.68,3547.03,87319207,139621898705.2,0.75,-0.12,-4.29,0.27
2023-11-20,3569.73,3576.32,3586.97,3545.1,91080445,157449634694.0,1.17,0.23,8.25,0.28
2023-11-21,3587.88,3581.07,3615.06,3575.68,108594314,175922105929.9,1.1,0.13,4.75,0.33
2023-11-22,3569.44,3544.42,3574.38,3544.42,84784381,136041195538.9,0.84,-1.02,-36.65,0.26
2023-11-23,3541.44,3561.52,3562.07,3529.94,84800167,141499811490.9,0.91,0.48,17.1,0.26
2023-11-24,3560.65,3538.01,3560.65,3534.0,85018403,140101998555.3,0.75,-0.66,-23.51,0.26
2023-11-27,3534.44,3511.94,3534.44,3492.86,99102314,155975437035.7,1.18,-0.74,-26.07,0.3
2023-11-28,3510.66,3518.52,3521.05,3501.11,89335789,147740535862.4,0.57,0.19,6.58,0.27
2023-11-29,3518.88,3488.31,3519.2,3482.24,98841412,155948235975.9,1.05,-0.86,-30.21,0.3
2023-11-30,3485.52,3496.2,3505.13,3481.45,101350820,153790180653.3,0.68,0.23,7.89,0.31
2023-12-01,3494.22,3482.88,3494.22,3452.17,108530941,176078323469.4,1.2,-0.38,-13.32,0.33
2023-12-04,3481.04,3460.14,3488.13,3459.61,97156826,164664395292.9,0.82,-0.65,-22.74,0.3
2023-12-05,3450.09,3394.26,3450.09,3393.81,100472007,164840691112.1,1.63,-1.9,-65.88,0.31
2023-12-06,3387.88,3399.6,3420.28,3382.95,105805519,172142987724.9,1.1,0.16,5.34,0.32
2023-12-07,3394.31,3391.28,3404.41,3369.77,97713248,160949948197.3,1.02,-0.24,-8.32,0.3
2023-12-08,3391.86,3399.46,3409.38,3383.45,129522054,203034222561.1,0.76,0.24,8.18,0.4
2023-12-11,3378.05,3419.45,3426.61,3346.89,139626249,219761181423.1,2.35,0.59,19.99,0.43
2023-12-12,3410.0,3426.8,3427.55,3406.1,105590013,166979964779.7,0.63,0.21,7.35,0.32
2023-12-13,3418.64,3369.61,3418.64,3369.61,95285367,165455928375.6,1.43,-1.67,-57.19,0.29
2023-12-14,3387.38,3351.96,3399.14,3350.76,83655135,150245775736.4,1.44,-0.52,-17.65,0.26
2023-12-15,3365.94,3341.55,3388.5,3339.52,97787783,164907019372.1,1.46,-0.31,-10.41,0.3
2023-12-18,3329.19,3329.37,3352.35,3314.91,90526826,142303319418.9,1.12,-0.36,-12.18,0.28
2023-12-19,3325.66,3334.04,3345.78,3313.19,83808118,135293655396.1,0.98,0.14,4.67,0.26
2023-12-20,3334.33,3297.5,3338.54,3297.37,92412868,141290542802.3,1.23,-1.1,-36.54,0.28
2023-12-21,3285.6,3330.87,3339.36,3283.99,102546198,171120780579.5,1.68,1.01,33.37,0.31
2023-12-22,3329.47,3337.23,3359.06,3315.9,105220133,167336342309.2,1.3,0.19,6.36,0.32
2023-12-25,3330.33,3347.45,3348.88,3330.33,74542693,121838327071.1,0.56,0.31,10.22,0.23
2023-12-26,3345.4,3324.79,3345.42,3315.94,74732935,121689997434.6,0.88,-0.68,-22.66,0.23
2023-12-27,3326.93,3336.36,3341.27,3309.67,94403928,140924923674.8,0.95,0.35,11.57,0.29
2023-12-28,3335.56,3414.54,3423.4,3331.21,148064851,245855634464.3,2.76,2.34,78.18,0.45
2023-12-29,3411.11,3431.11,3432.54,3409.58,114928932,193573180515.1,0.67,0.49,16.57,0.35
